Número de Pedido	ID del Cliente	Tipo de Compra	SKU	Categoría de Descuento	Ingresos	Unidades	Costo del Producto	Costo de Envio	Costo Empaque	Fecha de Pedido	Fecha de Envio	Fecha de Llegada	País	Ciudad
98083143	453512131	"Normal"	"CC01"	"Day Off Full"	89,301	2	8,9	6,9	3	2008-04-29 00:00:00.000	2008-05-01 00:00:00.000	2008-05-11 00:00:00.000	"Perú"	"Lima"
98083003	783214027	"Normal"	"CC01"	"Day Off Full"	89,301	2	6,58	5,58	1	2008-06-11 00:00:00.000	2008-06-12 00:00:00.000	2008-06-30 00:00:00.000	"Perú"	"Lima"
98082902	833567577	"Normal"	"CC01"	"Day Off Full"	44,6505	1	5,61	5,61	3	2008-07-06 00:00:00.000	2008-07-07 00:00:00.000	2008-07-24 00:00:00.000	"Uruguay"	"Montevideo"
98082691	637125327	"Normal"	"CC01"	"Day Off Full"	44,6505	1	9,45	3,45	3	2008-09-05 00:00:00.000	2008-09-06 00:00:00.000	2008-09-21 00:00:00.000	"Uruguay"	"Montevideo"
98082537	898039697	"Normal"	"CC01"	"Day Off Full"	44,6505	1	8,55	3,55	3	2008-10-13 00:00:00.000	2008-10-16 00:00:00.000	2008-11-02 00:00:00.000	"Perú"	"Lima"
98082513	781084228	"Normal"	"CC01"	"Day Off Full"	133,9515	3	6	5	2	2008-10-22 00:00:00.000	2008-10-23 00:00:00.000	2008-10-31 00:00:00.000	"Uruguay"	"Montevideo"
98082493	238517106	"Normal"	"CC01"	"Day Off Full"	133,9515	3	9	3	2	2008-10-26 00:00:00.000	2008-10-27 00:00:00.000	2008-11-15 00:00:00.000	"Ecuador"	"Quito"
98082429	189635244	"Normal"	"CC01"	"Day Off Full"	44,6505	1	9,1	5,1	1	2008-11-13 00:00:00.000	2008-11-14 00:00:00.000	2008-11-23 00:00:00.000	"Brasil"	"Rio"
98082153	181452465	"Normal"	"CC01"	"Day Off Full"	89,301	2	5,55	5,55	1	2009-01-19 00:00:00.000	2009-01-22 00:00:00.000	2009-01-29 00:00:00.000	"Colombia"	"Medellín"
98081928	596465578	"Normal"	"CC01"	"Day Off Full"	44,6505	1	8,99	4,99	3	2009-03-20 00:00:00.000	2009-03-22 00:00:00.000	2009-04-10 00:00:00.000	"Colombia"	"Medellín"
98081471	777931056	"Normal"	"CC01"	"Day Off Full"	44,6505	1	5,45	4,45	1	2009-07-21 00:00:00.000	2009-07-23 00:00:00.000	2009-08-03 00:00:00.000	"Perú"	"Lima"
98081472	353597252	"Normal"	"CC01"	"Day Off Full"	133,9515	3	6,99	6,99	1	2009-07-21 00:00:00.000	2009-07-23 00:00:00.000	2009-08-11 00:00:00.000	"Ecuador"	"Quito"
98081423	605633342	"Normal"	"CC01"	"Day Off Full"	133,9515	3	6,33	4,33	2	2009-07-29 00:00:00.000	2009-08-01 00:00:00.000	2009-08-08 00:00:00.000	"Brasil"	"Rio"
98081246	370008934	"Normal"	"CC01"	"Day Off Full"	89,301	2	5,9	5,9	1	2009-09-06 00:00:00.000	2009-09-07 00:00:00.000	2009-09-25 00:00:00.000	"Uruguay"	"Montevideo"
98081051	308322096	"Normal"	"CC01"	"Day Off Full"	89,301	2	9,33	3,33	3	2009-10-18 00:00:00.000	2009-10-19 00:00:00.000	2009-10-27 00:00:00.000	"Colombia"	"Medellín"
98080979	369207282	"Normal"	"CC01"	"Day Off Full"	89,301	2	6,55	6,55	3	2009-11-02 00:00:00.000	2009-11-04 00:00:00.000	2016-02-11 00:00:00.000	"Brasil"	"Rio"
98080847	833567577	"Normal"	"CC01"	"Day Off Full"	133,9515	3	5,68	6,68	1	2009-12-03 00:00:00.000	2009-12-05 00:00:00.000	2009-12-22 00:00:00.000	"Paraguay"	"Asunción"
98080831	321553436	"Normal"	"CC01"	"Day Off Full"	44,6505	1	9,68	6,68	1	2009-12-07 00:00:00.000	2009-12-09 00:00:00.000	2009-12-24 00:00:00.000	"Colombia"	"Medellín"
98080762	321553436	"Normal"	"CC01"	"Day Off Full"	44,6505	1	6,9	6,9	2	2009-12-17 00:00:00.000	2009-12-19 00:00:00.000	2010-01-04 00:00:00.000	"Ecuador"	"Quito"
98080525	680594379	"Normal"	"CC01"	"Day Off Full"	44,6505	1	7,75	4,75	1	2010-02-04 00:00:00.000	2010-02-06 00:00:00.000	2010-02-17 00:00:00.000	"Argentina"	"Rosario"
98080498	756679382	"Normal"	"CC01"	"Day Off Full"	89,301	2	5,65	6,65	3	2010-02-09 00:00:00.000	2010-02-11 00:00:00.000	2010-02-28 00:00:00.000	"Perú"	"Lima"
98080497	833567577	"Normal"	"CC01"	"Day Off Full"	89,301	2	10	7	3	2010-02-09 00:00:00.000	2010-02-12 00:00:00.000	2016-03-01 00:00:00.000	"Argentina"	"Rosario"
98080359	705211779	"Normal"	"CC01"	"Day Off Full"	133,9515	3	9,22	6,22	3	2010-03-08 00:00:00.000	2010-03-10 00:00:00.000	2010-03-18 00:00:00.000	"Ecuador"	"Quito"
98080343	618657661	"Normal"	"CC01"	"Day Off Full"	44,6505	1	7,89	3,89	3	2010-03-11 00:00:00.000	2010-03-13 00:00:00.000	2010-03-26 00:00:00.000	"Paraguay"	"Asunción"
98080092	628707757	"Normal"	"CC01"	"Day Off Full"	89,301	2	9,75	3,75	1	2010-04-30 00:00:00.000	2010-05-02 00:00:00.000	2010-05-18 00:00:00.000	"Chile"	"Viña del Mar"
98080008	612686122	"Normal"	"CC01"	"Day Off Full"	133,9515	3	5	3	3	2010-05-19 00:00:00.000	2010-05-21 00:00:00.000	2010-06-10 00:00:00.000	"Chile"	"Viña del Mar"
98079941	216955161	"Normal"	"CC01"	"Day Off Full"	89,301	2	6,65	3,65	3	2010-05-31 00:00:00.000	2010-06-03 00:00:00.000	2016-03-27 00:00:00.000	"Chile"	"Viña del Mar"
98079893	340379512	"Normal"	"CC01"	"Day Off Full"	89,301	2	8,99	4,99	2	2010-06-08 00:00:00.000	2010-06-11 00:00:00.000	2010-06-30 00:00:00.000	"Uruguay"	"Montevideo"
98079674	238517106	"Normal"	"CC01"	"Day Off Full"	89,301	2	6,45	3,45	2	2010-07-29 00:00:00.000	2010-07-30 00:00:00.000	2010-08-06 00:00:00.000	"Argentina"	"Rosario"
98079278	217065938	"Normal"	"CC01"	"Day Off Full"	89,301	2	6,33	5,33	3	2010-10-23 00:00:00.000	2010-10-25 00:00:00.000	2016-05-03 00:00:00.000	"Chile"	"Viña del Mar"
98079227	561944200	"Normal"	"CC01"	"Day Off Full"	133,9515	3	7	6	1	2010-11-01 00:00:00.000	2010-11-04 00:00:00.000	2010-11-12 00:00:00.000	"Chile"	"Viña del Mar"
98078956	162761785	"Normal"	"CC01"	"Day Off Full"	44,6505	1	7,33	3,33	1	2010-12-31 00:00:00.000	2011-01-02 00:00:00.000	2011-01-09 00:00:00.000	"Chile"	"Viña del Mar"
98078908	316694393	"Normal"	"CC01"	"Day Off Full"	133,9515	3	6,25	4,25	3	2011-01-10 00:00:00.000	2011-01-13 00:00:00.000	2011-01-22 00:00:00.000	"Brasil"	"Rio"
98078755	283730095	"Normal"	"CC01"	"Day Off Full"	44,6505	1	8	6	1	2011-02-11 00:00:00.000	2011-02-13 00:00:00.000	2011-03-04 00:00:00.000	"Colombia"	"Medellín"
98078684	720465100	"Normal"	"CC01"	"Day Off Full"	89,301	2	8,89	5,89	2	2011-02-24 00:00:00.000	2011-02-27 00:00:00.000	2016-06-14 00:00:00.000	"Brasil"	"Rio"
98078407	541065853	"Normal"	"CC01"	"Day Off Full"	133,9515	3	7,25	3,25	2	2011-04-24 00:00:00.000	2011-04-25 00:00:00.000	2011-05-03 00:00:00.000	"Colombia"	"Medellín"
98078393	700137756	"Normal"	"CC01"	"Day Off Full"	133,9515	3	9,75	4,75	3	2011-04-25 00:00:00.000	2011-04-28 00:00:00.000	2011-05-11 00:00:00.000	"Colombia"	"Medellín"
98078345	773449633	"Normal"	"CC01"	"Day Off Full"	133,9515	3	9,65	3,65	1	2011-05-08 00:00:00.000	2011-05-09 00:00:00.000	2016-07-06 00:00:00.000	"Uruguay"	"Montevideo"
98078314	296364886	"Normal"	"CC01"	"Day Off Full"	44,6505	1	8,86	6,86	3	2011-05-15 00:00:00.000	2011-05-16 00:00:00.000	2016-07-09 00:00:00.000	"Paraguay"	"Asunción"
98078294	347508755	"Normal"	"CC01"	"Day Off Full"	89,301	2	7,84	4,84	2	2011-05-18 00:00:00.000	2011-05-20 00:00:00.000	2016-07-09 00:00:00.000	"Chile"	"Viña del Mar"
98078027	554389349	"Normal"	"CC01"	"Day Off Full"	89,301	2	6,61	3,61	2	2011-07-12 00:00:00.000	2011-07-14 00:00:00.000	2016-07-19 00:00:00.000	"Chile"	"Viña del Mar"
98077769	477490358	"Normal"	"CC01"	"Day Off Full"	89,301	2	10	4	1	2011-09-06 00:00:00.000	2011-09-07 00:00:00.000	2011-09-15 00:00:00.000	"Paraguay"	"Asunción"
98077712	612686122	"Normal"	"CC01"	"Day Off Full"	133,9515	3	8,55	5,55	3	2011-09-16 00:00:00.000	2011-09-19 00:00:00.000	2011-10-04 00:00:00.000	"Uruguay"	"Montevideo"
98077713	370008934	"Normal"	"CC01"	"Day Off Full"	133,9515	3	7,1	3,1	2	2011-09-17 00:00:00.000	2011-09-19 00:00:00.000	2011-10-08 00:00:00.000	"Ecuador"	"Quito"
98077596	767598372	"Normal"	"CC01"	"Day Off Full"	133,9515	3	10	6	3	2011-10-12 00:00:00.000	2011-10-13 00:00:00.000	2011-11-01 00:00:00.000	"Colombia"	"Medellín"
98077337	356602040	"Normal"	"CC01"	"Day Off Full"	44,6505	1	6,68	3,68	2	2011-12-08 00:00:00.000	2011-12-11 00:00:00.000	2016-09-03 00:00:00.000	"Ecuador"	"Quito"
98077108	217065938	"Normal"	"CC01"	"Day Off Full"	89,301	2	7,9	3,9	2	2012-01-26 00:00:00.000	2012-01-28 00:00:00.000	2012-02-13 00:00:00.000	"Argentina"	"Rosario"
98077082	217563390	"Normal"	"CC01"	"Day Off Full"	133,9515	3	8,58	4,58	2	2012-02-01 00:00:00.000	2012-02-03 00:00:00.000	2012-02-14 00:00:00.000	"Ecuador"	"Quito"
98076907	749092605	"Normal"	"CC01"	"Day Off Full"	44,6505	1	5	7	2	2012-03-10 00:00:00.000	2012-03-11 00:00:00.000	2016-09-25 00:00:00.000	"Ecuador"	"Quito"
98076828	309017972	"Normal"	"CC01"	"Day Off Full"	133,9515	3	6,9	3,9	1	2012-03-27 00:00:00.000	2012-03-29 00:00:00.000	2012-04-12 00:00:00.000	"Argentina"	"Rosario"
98076484	637125327	"Normal"	"CC01"	"Day Off Full"	89,301	2	6	4	2	2012-06-07 00:00:00.000	2012-06-09 00:00:00.000	2012-06-19 00:00:00.000	"Perú"	"Lima"
98076483	458554212	"Normal"	"CC01"	"Day Off Full"	44,6505	1	9,25	5,25	2	2012-06-07 00:00:00.000	2012-06-10 00:00:00.000	2016-10-14 00:00:00.000	"Uruguay"	"Montevideo"
98076368	397983135	"Normal"	"CC01"	"Day Off Full"	89,301	2	9,55	6,55	3	2012-07-01 00:00:00.000	2012-07-03 00:00:00.000	2012-07-10 00:00:00.000	"Colombia"	"Medellín"
98076258	327658904	"Normal"	"CC01"	"Day Off Full"	89,301	2	8,12	4,12	2	2012-07-27 00:00:00.000	2012-07-28 00:00:00.000	2012-08-14 00:00:00.000	"Perú"	"Lima"
98076237	875729150	"Normal"	"CC01"	"Day Off Full"	133,9515	3	5,33	5,33	2	2012-08-01 00:00:00.000	2012-08-02 00:00:00.000	2016-10-20 00:00:00.000	"Ecuador"	"Quito"
98076094	605633342	"Normal"	"CC01"	"Day Off Full"	44,6505	1	5,88	5,88	1	2012-08-30 00:00:00.000	2012-09-02 00:00:00.000	2012-09-18 00:00:00.000	"Argentina"	"Rosario"
98076071	700137756	"Normal"	"CC01"	"Day Off Full"	44,6505	1	9,99	3,99	3	2012-09-03 00:00:00.000	2012-09-06 00:00:00.000	2012-09-16 00:00:00.000	"Chile"	"Viña del Mar"
98076000	347508755	"Normal"	"CC01"	"Day Off Full"	133,9515	3	9,61	3,61	2	2012-09-19 00:00:00.000	2012-09-21 00:00:00.000	2012-10-08 00:00:00.000	"Venezuela"	"Caracas"
98075986	448449579	"Normal"	"CC01"	"Day Off Full"	44,6505	1	7,84	6,84	2	2012-09-21 00:00:00.000	2012-09-24 00:00:00.000	2016-11-09 00:00:00.000	"Venezuela"	"Caracas"
98075712	892274535	"Normal"	"CC01"	"Day Off Full"	133,9515	3	7,99	4,99	3	2012-11-12 00:00:00.000	2012-11-14 00:00:00.000	2012-11-22 00:00:00.000	"Brasil"	"Rio"
98075600	596465578	"Normal"	"CC01"	"Day Off Full"	133,9515	3	6,75	6,75	3	2012-12-08 00:00:00.000	2012-12-09 00:00:00.000	2012-12-20 00:00:00.000	"Colombia"	"Medellín"
98075506	448635016	"Normal"	"CC01"	"Day Off Full"	44,6505	1	7,84	5,84	2	2012-12-28 00:00:00.000	2012-12-29 00:00:00.000	2013-01-10 00:00:00.000	"Argentina"	"Rosario"
98075343	794504735	"Normal"	"CC01"	"Day Off Full"	133,9515	3	9,55	3,55	1	2013-01-27 00:00:00.000	2013-01-29 00:00:00.000	2013-02-17 00:00:00.000	"Argentina"	"Rosario"
98075263	705211779	"Normal"	"CC01"	"Day Off Full"	44,6505	1	7,61	3,61	2	2013-02-10 00:00:00.000	2013-02-13 00:00:00.000	2016-12-20 00:00:00.000	"Argentina"	"Rosario"
98074894	295769990	"Normal"	"CC01"	"Day Off Full"	44,6505	1	7,89	5,89	1	2013-04-29 00:00:00.000	2013-05-02 00:00:00.000	2017-01-11 00:00:00.000	"Colombia"	"Medellín"
98074772	499023098	"Normal"	"CC01"	"Day Off Full"	89,301	2	5,12	4,12	2	2013-05-26 00:00:00.000	2013-05-27 00:00:00.000	2013-06-13 00:00:00.000	"Chile"	"Viña del Mar"
98074659	295769990	"Normal"	"CC01"	"Day Off Full"	89,301	2	5,86	4,86	3	2013-06-15 00:00:00.000	2013-06-18 00:00:00.000	2013-07-05 00:00:00.000	"Venezuela"	"Caracas"
98074312	565333786	"Normal"	"CC01"	"Day Off Full"	44,6505	1	6,99	4,99	2	2013-08-30 00:00:00.000	2013-08-31 00:00:00.000	2017-02-08 00:00:00.000	"Ecuador"	"Quito"
98073907	465556184	"Normal"	"CC01"	"Day Off Full"	133,9515	3	7	7	3	2013-11-22 00:00:00.000	2013-11-23 00:00:00.000	2017-02-28 00:00:00.000	"Venezuela"	"Caracas"
98073777	575421081	"Normal"	"CC01"	"Day Off Full"	44,6505	1	5,22	6,22	2	2013-12-20 00:00:00.000	2013-12-22 00:00:00.000	2017-03-16 00:00:00.000	"Paraguay"	"Asunción"
98073587	172950136	"Normal"	"CC01"	"Day Off Full"	89,301	2	5,61	5,61	2	2014-01-26 00:00:00.000	2014-01-28 00:00:00.000	2014-02-15 00:00:00.000	"Chile"	"Viña del Mar"
98072801	376809712	"Normal"	"CC01"	"Day Off Full"	133,9515	3	6,58	5,58	2	2014-06-18 00:00:00.000	2014-06-20 00:00:00.000	2014-07-04 00:00:00.000	"Venezuela"	"Caracas"
98072724	579819412	"Normal"	"CC01"	"Day Off Full"	44,6505	1	6,58	4,58	1	2014-07-01 00:00:00.000	2014-07-04 00:00:00.000	2018-05-29 00:00:00.000	"Venezuela"	"Caracas"
98072348	271304490	"Normal"	"CC01"	"Day Off Full"	89,301	2	6,61	3,61	3	2014-09-04 00:00:00.000	2014-09-06 00:00:00.000	2014-09-14 00:00:00.000	"Ecuador"	"Quito"
98072070	733351455	"Normal"	"CC01"	"Day Off Full"	44,6505	1	7,68	5,68	1	2014-10-26 00:00:00.000	2014-10-27 00:00:00.000	2014-11-08 00:00:00.000	"Brasil"	"Rio"
98071949	318601696	"Normal"	"CC01"	"Day Off Full"	133,9515	3	10	6	3	2014-11-16 00:00:00.000	2014-11-17 00:00:00.000	2014-12-07 00:00:00.000	"Brasil"	"Rio"
98071903	476846252	"Normal"	"CC01"	"Day Off Full"	44,6505	1	5,1	3,1	3	2014-11-25 00:00:00.000	2014-11-27 00:00:00.000	2018-07-10 00:00:00.000	"Argentina"	"Rosario"
98071818	558515024	"Normal"	"CC01"	"Day Off Full"	89,301	2	9,99	5,99	2	2014-12-10 00:00:00.000	2014-12-11 00:00:00.000	2014-12-22 00:00:00.000	"Argentina"	"Rosario"
98071792	869085354	"Normal"	"CC01"	"Day Off Full"	44,6505	1	10	4	1	2014-12-13 00:00:00.000	2014-12-15 00:00:00.000	2014-12-24 00:00:00.000	"Brasil"	"Rio"
98071758	614786757	"Normal"	"CC01"	"Day Off Full"	133,9515	3	7,58	3,58	2	2014-12-21 00:00:00.000	2014-12-23 00:00:00.000	2017-06-22 00:00:00.000	"Colombia"	"Medellín"
98071731	397983135	"Normal"	"CC01"	"Day Off Full"	89,301	2	6,36	5,36	2	2014-12-27 00:00:00.000	2014-12-29 00:00:00.000	2015-01-10 00:00:00.000	"Paraguay"	"Asunción"
98070911	318601696	"Normal"	"CC01"	"Day Off Full"	89,301	2	9,55	3,55	3	2015-04-25 00:00:00.000	2015-04-28 00:00:00.000	2015-05-13 00:00:00.000	"Brasil"	"Rio"
98070887	465708582	"Normal"	"CC01"	"Day Off Full"	133,9515	3	5,65	3,65	2	2015-04-29 00:00:00.000	2015-05-02 00:00:00.000	2018-02-03 00:00:00.000	"Uruguay"	"Montevideo"
98070851	749092605	"Normal"	"CC01"	"Day Off Full"	44,6505	1	6,88	3,88	3	2015-05-05 00:00:00.000	2015-05-08 00:00:00.000	2015-05-24 00:00:00.000	"Argentina"	"Rosario"
98070169	305002580	"Normal"	"CC01"	"Day Off Full"	44,6505	1	9,55	3,55	3	2015-08-17 00:00:00.000	2015-08-19 00:00:00.000	2018-03-11 00:00:00.000	"Brasil"	"Rio"
98094144	749092605	"Normal"	"CC01"	"Special Day"	102,4335	3	8	5	2	2000-01-16 00:00:00.000	2000-01-18 00:00:00.000	2000-01-28 00:00:00.000	"Perú"	"Lima"
98094102	238517106	"Normal"	"CC01"	"Special Day"	68,289	2	5,99	3,99	3	2000-01-31 00:00:00.000	2000-02-03 00:00:00.000	2000-02-23 00:00:00.000	"Ecuador"	"Quito"
98094010	549059705	"Normal"	"CC01"	"Special Day"	34,1445	1	6	6	2	2000-02-24 00:00:00.000	2000-02-27 00:00:00.000	2000-03-18 00:00:00.000	"Venezuela"	"Caracas"
98093991	200704420	"Devolución"	"CC01"	"Special Day"	34,1445	1	8,73	4,73	3	2000-03-03 00:00:00.000	2000-03-05 00:00:00.000	2000-03-23 00:00:00.000	"Uruguay"	"Montevideo"
98093985	596188269	"Normal"	"CC01"	"Special Day"	102,4335	3	8,36	5,36	2	2000-03-04 00:00:00.000	2000-03-06 00:00:00.000	2000-03-20 00:00:00.000	"Ecuador"	"Quito"
98093894	277084893	"Devolución"	"CC01"	"Special Day"	102,4335	3	8,2	5,2	3	2000-03-29 00:00:00.000	2000-03-31 00:00:00.000	2000-04-18 00:00:00.000	"Chile"	"Viña del Mar"
98093669	316425048	"Normal"	"CC01"	"Special Day"	68,289	2	7,68	4,68	3	2000-06-04 00:00:00.000	2000-06-05 00:00:00.000	2000-06-19 00:00:00.000	"Ecuador"	"Quito"
98093362	321553436	"Normal"	"CC01"	"Special Day"	34,1445	1	9,75	6,75	1	2000-08-24 00:00:00.000	2000-08-26 00:00:00.000	2000-09-04 00:00:00.000	"Colombia"	"Medellín"
98093339	781084228	"Normal"	"CC01"	"Special Day"	68,289	2	9,45	4,45	2	2000-08-27 00:00:00.000	2000-08-30 00:00:00.000	2000-09-19 00:00:00.000	"Colombia"	"Medellín"
98093303	162383747	"Normal"	"CC01"	"Special Day"	68,289	2	8,99	6,99	3	2000-09-09 00:00:00.000	2000-09-10 00:00:00.000	2000-09-17 00:00:00.000	"Chile"	"Viña del Mar"
98093259	126466824	"Normal"	"CC01"	"Special Day"	68,289	2	8	5	1	2000-09-20 00:00:00.000	2000-09-23 00:00:00.000	2000-10-12 00:00:00.000	"Uruguay"	"Montevideo"
98093207	162737049	"Normal"	"CC01"	"Special Day"	68,289	2	5,73	5,73	1	2000-10-06 00:00:00.000	2000-10-07 00:00:00.000	2000-10-23 00:00:00.000	"Colombia"	"Medellín"
98093183	838168914	"Normal"	"CC01"	"Special Day"	68,289	2	5,61	4,61	1	2000-10-12 00:00:00.000	2000-10-13 00:00:00.000	2000-10-22 00:00:00.000	"Uruguay"	"Montevideo"
98092966	414997525	"Normal"	"CC01"	"Special Day"	68,289	2	5,45	3,45	3	2000-12-10 00:00:00.000	2000-12-13 00:00:00.000	2000-12-25 00:00:00.000	"Paraguay"	"Asunción"
98092855	111962928	"Normal"	"CC01"	"Special Day"	102,4335	3	5,99	3,99	3	2001-01-10 00:00:00.000	2001-01-12 00:00:00.000	2001-01-21 00:00:00.000	"Argentina"	"Rosario"
98092705	531720979	"Normal"	"CC01"	"Special Day"	68,289	2	9,55	6,55	1	2001-02-22 00:00:00.000	2001-02-25 00:00:00.000	2001-03-15 00:00:00.000	"Perú"	"Lima"
98092691	645012493	"Normal"	"CC01"	"Special Day"	34,1445	1	5,2	6,2	1	2001-03-01 00:00:00.000	2001-03-03 00:00:00.000	2001-03-21 00:00:00.000	"Ecuador"	"Quito"
98092593	767598372	"Normal"	"CC01"	"Special Day"	102,4335	3	7,73	5,73	3	2001-03-23 00:00:00.000	2001-03-26 00:00:00.000	2001-04-04 00:00:00.000	"Venezuela"	"Caracas"
98092548	549442190	"Normal"	"CC01"	"Special Day"	102,4335	3	7,33	5,33	3	2001-04-07 00:00:00.000	2001-04-09 00:00:00.000	2001-04-27 00:00:00.000	"Argentina"	"Rosario"
98092253	370008934	"Devolución"	"CC01"	"Special Day"	34,1445	1	6,25	3,25	1	2001-06-28 00:00:00.000	2001-06-30 00:00:00.000	2001-07-13 00:00:00.000	"Uruguay"	"Montevideo"
98092163	454188032	"Normal"	"CC01"	"Special Day"	102,4335	3	7	3	2	2001-07-26 00:00:00.000	2001-07-28 00:00:00.000	2001-08-12 00:00:00.000	"Ecuador"	"Quito"
98091875	305002580	"Normal"	"CC01"	"Special Day"	68,289	2	7,89	4,89	3	2001-10-21 00:00:00.000	2001-10-23 00:00:00.000	2001-11-01 00:00:00.000	"Ecuador"	"Quito"
98091659	535619292	"Normal"	"CC01"	"Special Day"	102,4335	3	9,9	5,9	2	2001-12-19 00:00:00.000	2001-12-22 00:00:00.000	2002-01-01 00:00:00.000	"Venezuela"	"Caracas"
98091603	688783313	"Normal"	"CC01"	"Special Day"	34,1445	1	7	5	2	2002-01-01 00:00:00.000	2002-01-04 00:00:00.000	2002-01-20 00:00:00.000	"Uruguay"	"Montevideo"
98091316	758679810	"Devolución"	"CC01"	"Special Day"	102,4335	3	7,1	4,1	1	2002-03-14 00:00:00.000	2002-03-15 00:00:00.000	2002-04-03 00:00:00.000	"Colombia"	"Medellín"
98091290	676480421	"Devolución"	"CC01"	"Special Day"	68,289	2	9,58	6,58	3	2002-03-18 00:00:00.000	2002-03-21 00:00:00.000	2002-04-09 00:00:00.000	"Brasil"	"Rio"
98091048	890670789	"Normal"	"CC01"	"Special Day"	102,4335	3	5,45	6,45	2	2002-05-22 00:00:00.000	2002-05-24 00:00:00.000	2002-06-12 00:00:00.000	"Venezuela"	"Caracas"
98090852	454188032	"Normal"	"CC01"	"Special Day"	68,289	2	5,36	6,36	2	2002-07-14 00:00:00.000	2002-07-17 00:00:00.000	2002-08-03 00:00:00.000	"Perú"	"Lima"
98090742	575421081	"Normal"	"CC01"	"Special Day"	102,4335	3	9	7	1	2002-08-15 00:00:00.000	2002-08-17 00:00:00.000	2002-08-25 00:00:00.000	"Chile"	"Viña del Mar"
98090744	794504735	"Normal"	"CC01"	"Special Day"	68,289	2	7,14	4,14	1	2002-08-14 00:00:00.000	2002-08-17 00:00:00.000	2002-09-02 00:00:00.000	"Uruguay"	"Montevideo"
98090709	705211779	"Devolución"	"CC01"	"Special Day"	68,289	2	7	5	2	2002-08-28 00:00:00.000	2002-08-29 00:00:00.000	2002-09-10 00:00:00.000	"Paraguay"	"Asunción"
98090471	306217163	"Normal"	"CC01"	"Special Day"	34,1445	1	8,36	5,36	3	2002-10-28 00:00:00.000	2002-10-31 00:00:00.000	2002-11-20 00:00:00.000	"Venezuela"	"Caracas"
98090353	615575696	"Normal"	"CC01"	"Special Day"	34,1445	1	7,84	6,84	2	2002-12-06 00:00:00.000	2002-12-09 00:00:00.000	2002-12-19 00:00:00.000	"Perú"	"Lima"
98090303	892235684	"Normal"	"CC01"	"Special Day"	102,4335	3	9,1	3,1	1	2002-12-24 00:00:00.000	2002-12-25 00:00:00.000	2003-01-14 00:00:00.000	"Perú"	"Lima"
98090235	458554212	"Normal"	"CC01"	"Special Day"	102,4335	3	9,58	4,58	1	2003-01-08 00:00:00.000	2003-01-10 00:00:00.000	2003-01-24 00:00:00.000	"Perú"	"Lima"
98090063	536970848	"Normal"	"CC01"	"Special Day"	102,4335	3	8,25	5,25	2	2003-02-28 00:00:00.000	2003-03-03 00:00:00.000	2003-03-14 00:00:00.000	"Perú"	"Lima"
98089966	499023098	"Normal"	"CC01"	"Special Day"	34,1445	1	5,86	3,86	3	2003-03-28 00:00:00.000	2003-03-29 00:00:00.000	2003-04-08 00:00:00.000	"Uruguay"	"Montevideo"
98089913	481472777	"Normal"	"CC01"	"Special Day"	102,4335	3	5,61	4,61	3	2003-04-09 00:00:00.000	2003-04-10 00:00:00.000	2003-04-29 00:00:00.000	"Uruguay"	"Montevideo"
98089844	892235684	"Normal"	"CC01"	"Special Day"	102,4335	3	9,86	4,86	3	2003-04-25 00:00:00.000	2003-04-28 00:00:00.000	2003-05-13 00:00:00.000	"Uruguay"	"Montevideo"
98089714	200704420	"Normal"	"CC01"	"Special Day"	68,289	2	7,61	3,61	3	2003-06-01 00:00:00.000	2003-06-02 00:00:00.000	2003-06-14 00:00:00.000	"Uruguay"	"Montevideo"
98089235	126466824	"Normal"	"CC01"	"Special Day"	34,1445	1	8,61	5,61	3	2003-10-06 00:00:00.000	2003-10-09 00:00:00.000	2003-10-25 00:00:00.000	"Venezuela"	"Caracas"
98088743	370008934	"Normal"	"CC01"	"Special Day"	34,1445	1	9,65	4,65	1	2004-02-14 00:00:00.000	2004-02-16 00:00:00.000	2004-02-23 00:00:00.000	"Ecuador"	"Quito"
98088723	597467509	"Devolución"	"CC01"	"Special Day"	102,4335	3	5,99	3,99	3	2004-02-20 00:00:00.000	2004-02-21 00:00:00.000	2004-03-06 00:00:00.000	"Ecuador"	"Quito"
98088656	111962928	"Normal"	"CC01"	"Special Day"	34,1445	1	9	4	2	2004-03-05 00:00:00.000	2004-03-08 00:00:00.000	2004-03-21 00:00:00.000	"Ecuador"	"Quito"
98088573	695360223	"Normal"	"CC01"	"Special Day"	68,289	2	9	5	1	2004-03-28 00:00:00.000	2004-03-31 00:00:00.000	2004-04-16 00:00:00.000	"Paraguay"	"Asunción"
98088534	612686122	"Devolución"	"CC01"	"Special Day"	34,1445	1	9,75	3,75	3	2004-04-06 00:00:00.000	2004-04-08 00:00:00.000	2004-04-21 00:00:00.000	"Chile"	"Viña del Mar"
98088526	705211779	"Devolución"	"CC01"	"Special Day"	34,1445	1	10	3	2	2004-04-07 00:00:00.000	2004-04-10 00:00:00.000	2004-04-19 00:00:00.000	"Perú"	"Lima"
98088495	549442190	"Normal"	"CC01"	"Special Day"	68,289	2	8,61	5,61	3	2004-04-15 00:00:00.000	2004-04-18 00:00:00.000	2004-05-08 00:00:00.000	"Venezuela"	"Caracas"
